1	77.40	89.44
2	78.04	88.69
3	78.67	87.94
4	79.32	87.20
5	79.97	86.46
6	80.62	85.71
7	81.25	84.96
8	81.88	84.20
9	82.50	83.43
10	83.08	82.63
11	83.65	81.83
12	84.25	81.05
13	84.89	80.31
14	85.53	79.56
15	86.21	78.84
16	86.92	78.16
17	87.63	77.47
18	88.34	76.80
19	89.07	76.13
20	89.79	75.46
21	90.52	74.80
22	91.25	74.13
23	91.97	73.47
24	92.67	72.77
25	93.36	72.07
26	94.05	71.37
27	94.75	70.67
28	95.45	69.98
29	96.16	69.29
30	96.93	68.69
31	97.72	68.09
32	98.50	67.49
33	99.30	66.92
34	100.10	66.34
35	100.91	65.78
36	101.78	65.33
37	102.66	64.88
38	103.54	64.43
39	104.44	64.02
40	105.33	63.61
41	106.23	63.21
42	107.14	62.84
43	108.06	62.48
44	108.98	62.13
45	109.91	61.81
46	110.84	61.49
47	111.79	61.22
48	112.76	61.02
49	113.72	60.82
50	114.69	60.63
51	115.66	60.45
52	116.62	60.28
53	117.60	60.16
54	118.59	60.10
55	119.57	60.03
56	120.55	60.02
57	121.54	60.03
58	122.52	60.05
59	123.49	60.21
60	124.45	60.42
61	125.42	60.63
62	126.35	60.94
63	127.28	61.26
64	128.21	61.58
65	129.11	61.99
66	130.01	62.40
67	130.90	62.81
68	131.72	63.35
69	132.55	63.90
70	133.37	64.44
71	134.18	65.00
72	134.99	65.56
73	135.79	66.13
74	136.57	66.74
75	137.34	67.35
76	138.12	67.95
77	138.91	68.54
78	139.69	69.14
79	140.49	69.71
80	141.31	70.26
81	142.13	70.81
82	142.96	71.34
83	143.82	71.83
84	144.67	72.32
85	145.46	72.89
86	146.21	73.53
87	146.96	74.18
88	147.71	74.82
89	148.46	75.46
90	149.20	76.10
91	150.01	76.66
92	150.84	77.20
93	151.66	77.74
94	152.52	78.22
95	153.39	78.68
96	154.26	79.15
97	155.14	79.59
98	156.02	80.03
99	156.90	80.47
