1	77.26	89.47
2	77.87	88.72
3	78.49	87.98
4	79.12	87.25
5	79.76	86.52
6	80.39	85.79
7	81.01	85.05
8	81.63	84.31
9	82.26	83.58
10	82.93	82.88
11	83.59	82.18
12	84.25	81.47
13	84.88	80.74
14	85.51	80.01
15	86.17	79.31
16	86.87	78.64
17	87.56	77.97
18	88.27	77.31
19	88.97	76.65
20	89.68	76.00
21	90.39	75.34
22	91.10	74.68
23	91.80	74.03
24	92.55	73.42
25	93.32	72.83
26	94.09	72.24
27	94.86	71.66
28	95.63	71.08
29	96.40	70.49
30	97.22	69.99
31	98.05	69.50
32	98.88	69.00
33	99.71	68.52
34	100.55	68.03
35	101.38	67.55
36	102.23	67.08
37	103.08	66.62
38	103.93	66.17
39	104.80	65.75
40	105.67	65.33
41	106.54	64.92
42	107.43	64.55
43	108.33	64.18
44	109.23	63.85
45	110.17	63.62
46	111.11	63.39
47	112.05	63.17
48	112.99	62.97
49	113.94	62.77
50	114.89	62.63
51	115.85	62.55
52	116.82	62.48
53	117.78	62.41
54	118.74	62.34
55	119.71	62.28
56	120.67	62.27
57	121.64	62.29
58	122.60	62.31
59	123.56	62.40
60	124.52	62.51
61	125.48	62.62
62	126.42	62.83
63	127.36	63.06
64	128.30	63.29
65	129.21	63.61
66	130.12	63.94
67	131.02	64.27
68	131.88	64.72
69	132.73	65.16
70	133.59	65.61
71	134.44	66.07
72	135.29	66.52
73	136.14	66.99
74	136.96	67.49
75	137.79	67.99
76	138.59	68.52
77	139.36	69.10
78	140.14	69.68
79	140.89	70.28
80	141.62	70.92
81	142.35	71.55
82	143.06	72.20
83	143.76	72.87
84	144.45	73.54
85	145.16	74.20
86	145.89	74.83
87	146.62	75.46
88	147.40	76.03
89	148.20	76.56
90	149.01	77.10
91	149.86	77.54
92	150.74	77.96
93	151.61	78.37
94	152.47	78.81
95	153.33	79.25
96	154.18	79.69
97	155.05	80.12
98	155.92	80.54
99	156.79	80.96
