1	77.09	89.16
2	77.72	88.42
3	78.35	87.67
4	78.99	86.94
5	79.63	86.21
6	80.27	85.47
7	80.90	84.73
8	81.53	83.99
9	82.17	83.25
10	82.84	82.54
11	83.50	81.83
12	84.16	81.11
13	84.79	80.37
14	85.43	79.63
15	86.09	78.92
16	86.80	78.25
17	87.50	77.57
18	88.21	76.90
19	88.92	76.24
20	89.64	75.58
21	90.36	74.92
22	91.08	74.26
23	91.79	73.61
24	92.55	73.00
25	93.33	72.41
26	94.10	71.82
27	94.88	71.23
28	95.66	70.64
29	96.43	70.05
30	97.20	69.45
31	97.96	68.85
32	98.73	68.25
33	99.51	67.67
34	100.30	67.09
35	101.08	66.51
36	101.95	66.06
37	102.81	65.62
38	103.68	65.17
39	104.56	64.75
40	105.44	64.34
41	106.33	63.93
42	107.23	63.57
43	108.13	63.20
44	109.05	62.88
45	110.00	62.66
46	110.95	62.45
47	111.91	62.28
48	112.88	62.18
49	113.85	62.08
50	114.82	61.99
51	115.79	61.91
52	116.76	61.83
53	117.73	61.82
54	118.70	61.86
55	119.68	61.89
56	120.65	61.92
57	121.63	61.93
58	122.60	61.95
59	123.57	61.96
60	124.55	61.97
61	125.52	61.97
62	126.49	62.08
63	127.46	62.20
64	128.42	62.32
65	129.35	62.62
66	130.27	62.93
67	131.19	63.25
68	132.06	63.69
69	132.93	64.12
70	133.80	64.57
71	134.60	65.12
72	135.41	65.67
73	136.20	66.23
74	136.97	66.84
75	137.73	67.44
76	138.50	68.04
77	139.28	68.62
78	140.06	69.21
79	140.85	69.78
80	141.66	70.32
81	142.46	70.87
82	143.29	71.39
83	144.13	71.87
84	144.97	72.36
85	145.80	72.88
86	146.61	73.41
87	147.43	73.95
88	148.20	74.54
89	148.94	75.17
90	149.68	75.80
91	150.43	76.43
92	151.17	77.06
93	151.91	77.69
94	152.70	78.26
95	153.50	78.82
96	154.30	79.38
97	155.12	79.91
98	155.93	80.44
99	156.75	80.98
